,A,SHDCA: Strong H-Bond donors composition of A,SHDAB: Strong H-Bond donors transition between A and B,SHDA0: Strong H-Bond donors distribution of 0.00A,SHDA1: Strong H-Bond donors distribution of 0.25A,SHDA2: Strong H-Bond donors distribution of 0.50A,SHDA3: Strong H-Bond donors distribution of 0.75A,SHDA4: Strong H-Bond donors distribution of 1.00A,MLFCA: Linear free energy composition of A,MLFCB: Linear free energy composition of B,MLFAB: Linear free energy transition between A and B,MLFA0: Linear free energy distribution of 0.00A,MLFA1: Linear free energy distribution of 0.25A,MLFA2: Linear free energy distribution of 0.50A,MLFA3: Linear free energy distribution of 0.75A,MLFA4: Linear free energy distribution of 1.00A,MLFB0: Linear free energy distribution of 0.00B,MLFB1: Linear free energy distribution of 0.25B,MLFB2: Linear free energy distribution of 0.50B,MLFB3: Linear free energy distribution of 0.75B,MLFB4: Linear free energy distribution of 1.00B,SHAAB: Strong H-Bond acceptors_3 transition between A and B,SHAAC: Strong H-Bond acceptors_3 transition between A and C,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,SHD: Strong H-Bond donors0,MLF: Linear free energy0,MLF: Linear free energy1,SHD: Strong H-Bond donors00,SHD: Strong H-Bond donors01,SHD: Strong H-Bond donors10,MLF: Linear free energy00,MLF: Linear free energy01,MLF: Linear free energy10,MLF: Linear free energy11,SHA: Strong H-Bond acceptors_301,SHA: Strong H-Bond acceptors_302,SHA: Strong H-Bond acceptors_310,SHA: Strong H-Bond acceptors_320,PHB: Potential Hydrogen Bonds_301,PHB: Potential Hydrogen Bonds_302,PHB: Potential Hydrogen Bonds_310,PHB: Potential Hydrogen Bonds_320,SHD: Strong H-Bond donors000,SHD: Strong H-Bond donors001,SHD: Strong H-Bond donors010,SHD: Strong H-Bond donors011,SHD: Strong H-Bond donors100,SHD: Strong H-Bond donors101,SHD: Strong H-Bond donors110,MLF: Linear free energy000,MLF: Linear free energy001,MLF: Linear free energy010,MLF: Linear free energy011,MLF: Linear free energy100,MLF: Linear free energy101,MLF: Linear free energy110,MLF: Linear free energy111,SHA: Strong H-Bond acceptors_3001,SHA: Strong H-Bond acceptors_3002,SHA: Strong H-Bond acceptors_3010,SHA: Strong H-Bond acceptors_3011,SHA: Strong H-Bond acceptors_3012,SHA: Strong H-Bond acceptors_3020,SHA: Strong H-Bond acceptors_3021,SHA: Strong H-Bond acceptors_3022,SHA: Strong H-Bond acceptors_3100,SHA: Strong H-Bond acceptors_3101,SHA: Strong H-Bond acceptors_3102,SHA: Strong H-Bond acceptors_3110,SHA: Strong H-Bond acceptors_3120,SHA: Strong H-Bond acceptors_3200,SHA: Strong H-Bond acceptors_3201,SHA: Strong H-Bond acceptors_3202,SHA: Strong H-Bond acceptors_3210,SHA: Strong H-Bond acceptors_3220,PHB: Potential Hydrogen Bonds_3001,PHB: Potential Hydrogen Bonds_3002,PHB: Potential Hydrogen Bonds_3010,PHB: Potential Hydrogen Bonds_3011,PHB: Potential Hydrogen Bonds_3012,PHB: Potential Hydrogen Bonds_3020,PHB: Potential Hydrogen Bonds_3021,PHB: Potential Hydrogen Bonds_3022,PHB: Potential Hydrogen Bonds_3100,PHB: Potential Hydrogen Bonds_3101,PHB: Potential Hydrogen Bonds_3102,PHB: Potential Hydrogen Bonds_3110,PHB: Potential Hydrogen Bonds_3120,PHB: Potential Hydrogen Bonds_3200,PHB: Potential Hydrogen Bonds_3201,PHB: Potential Hydrogen Bonds_3202,PHB: Potential Hydrogen Bonds_3210,PHB: Potential Hydrogen Bonds_3220
22,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
23,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
24,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
25,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
26,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
27,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
28,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
29,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
30,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
31,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
32,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
33,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
34,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
35,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
36,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
37,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
38,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
39,1P85_9,0.658333,0.504202,0.008333,0.266667,0.483333,0.75,1.0,0.358333,0.641667,0.487395,0.008333,0.333333,0.541667,0.783333,1.0,0.016667,0.2,0.466667,0.733333,0.983333,0.210084,0.260504,0.168067,0.319328,658.333313,358.333344,641.666687,400.0,250.0,250.0,108.333336,241.666672,241.666672,400.0,100.0,133.333328,108.333336,125.0,75.0,166.666672,91.666664,150.0,241.666672,150.0,183.333328,66.666664,158.333328,91.666664,66.666664,8.333333,91.666664,100.0,141.666672,100.0,141.666672,141.666672,258.333344,58.333332,75.0,58.333332,33.333332,8.333333,50.0,16.666666,66.666664,66.666664,16.666666,16.666666,8.333333,25.0,58.333332,25.0,41.666668,41.666668,50.0,25.0,66.666664,33.333332,33.333332,8.333333,66.666664,50.0,50.0,25.0,25.0,41.666668,50.0,41.666668,75.0,25.0,50.0,8.333333,41.666668
